Quantify Compound Summary Report 												
												
Printed Tue Mar 26 11:36:13 2024												
												
Compound 1:  Sodium pyruvate m+0												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
30	30	XS1_240322_51_NC_F_90_M2		0	12.48	2524.295		2524.295	bb			2789
26	26	XS1_240322_54_CA_F_90_N1		0	12.47	6184.395		6184.395	bb			6899
37	37	XS1_240322_55_CA_F_90_N2		0	12.47	6856.56		6856.56	bb			7340
15	15	XS1_240322_58_NC_media_AK1		0	12.45	718.282		718.282	bb			699
16	16	XS1_240322_59_NC_media_AK2		0	12.45	485.289		485.289	bb			515
24	24	XS1_240322_60_CA_media_AL1		0	12.46	663.971		663.971	bb			732
19	19	XS1_240322_61_CA_media_AL2		0	12.46	518.614		518.614	bb			515
18	18	XS1_240322_MB_PooledQC_03		0	12.49	1337.165		1337.165	bb			1055
25	25	XS1_240322_MB_PooledQC_04		0	12.49	849.853		849.853	bb			795
31	31	XS1_240322_MB_PooledQC_05		0	12.49	1094.01		1094.01	bb			1149
10	10	XS1_240322_MB_PooledQC_06		0	12.49	3828.357		3828.357	bb			4433
1	1	XS1_240322_MB_SST_01		0	12.45	33443.195		33443.195	bb			22807
38	38	XS1_240322_MB_SST_02		0	12.44	32251.178		32251.178	bb			23817
												
Compound 10:  succinic acid m+1												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	12.47	16.577		16.577	bb			24
2	2	XS1_240322_02_NC_C_A2		0	12.47	20.416		20.416	bb			26
8	8	XS1_240322_06_CA_C_B1		0	12.5	30.535		30.535	bb			37
20	20	XS1_240322_07_CA_C_B2		0	12.47	18.47		18.47	bb			41
36	36	XS1_240322_10_NC_F_7_C1		0	12.49	0.454		0.454	bb			5
29	29	XS1_240322_11_NC_F_7_C2		0	12.49	18.861		18.861	bb			33
27	27	XS1_240322_14_CA_F_7_D1		0	12.47	22.17		22.17	bb			33
35	35	XS1_240322_15_CA_F_7_D2		0	12.47	24.455		24.455	bb			43
22	22	XS1_240322_18_NC_F_15_E1		0	12.49	23.796		23.796	bb			31
28	28	XS1_240322_19_NC_F_15_E2		0	12.47	15.76		15.76	bb			32
34	34	XS1_240322_22_CA_F_15_F1		0	12.47	25.86		25.86	bb			42
32	32	XS1_240322_23_CA_F_15_F2		0	12.47	27.259		27.259	bb			56
4	4	XS1_240322_26_NC_F_30_g1		0	12.47	19.596		19.596	bb			20
23	23	XS1_240322_27_NC_F_30_g2		0	12.49	13.584		13.584	bb			23
5	5	XS1_240322_30_CA_h_30_h1		0	12.51	29.479		29.479	bb			34
9	9	XS1_240322_31_CA_h_30_h2		0	12.47	29.949		29.949	bb			55
12	12	XS1_240322_34_NC_F_45_I1		0	12.46	16.287		16.287	bb			22
11	11	XS1_240322_35_NC_F_45_I2		0	12.48	26.63		26.63	bb			32
3	3	XS1_240322_38_CA_J_45_J1		0	12.48	31.881		31.881	bb			44
7	7	XS1_240322_39_CA_J_45_J2		0	12.5	26.167		26.167	bb			37
33	33	XS1_240322_42_NC_K_60_K1		0	12.48	13.609		13.609	bb			25
14	14	XS1_240322_43_NC_K_60_K2		0	12.48	18.909		18.909	bb			30
21	21	XS1_240322_46_CA_F_60_L1		0	12.47	30.602		30.602	bb			42
6	6	XS1_240322_47_CA_F_60_L2		0	12.5	20.308		20.308	bb			31
13	13	XS1_240322_50_NC_F_90_M1		0	12.47	22.021		22.021	bb			31
30	30	XS1_240322_51_NC_F_90_M2		0	12.47	15.39		15.39	bb			19
26	26	XS1_240322_54_CA_F_90_N1		0	12.47	27.009		27.009	bb			35
37	37	XS1_240322_55_CA_F_90_N2		0	12.47	27.823		27.823	bb			46
15	15	XS1_240322_58_NC_media_AK1		0	12.45	5.167		5.167	bb			12
16	16	XS1_240322_59_NC_media_AK2		0	12.47	5.165		5.165	bb			10
24	24	XS1_240322_60_CA_media_AL1		0	12.46	7.204		7.204	bb			7
19	19	XS1_240322_61_CA_media_AL2		0	12.44	4.699		4.699	bb			9
18	18	XS1_240322_MB_PooledQC_03		0	12.48	6.277		6.277	bb			17
25	25	XS1_240322_MB_PooledQC_04		0	12.49	8.976		8.976	bb			7
31	31	XS1_240322_MB_PooledQC_05		0	12.46	8.128		8.128	bb			11
10	10	XS1_240322_MB_PooledQC_06		0	12.49	16.588		16.588	bb			26
1	1	XS1_240322_MB_SST_01		0	12.45	285.114		285.114	bb			336
38	38	XS1_240322_MB_SST_02		0	12.44	208.588		208.588	bb			347
												
Compound 11:  succinic acid m+2												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	12.47	10.241		10.241	bb			4
2	2	XS1_240322_02_NC_C_A2		0	12.49	5.515		5.515	bb			4
8	8	XS1_240322_06_CA_C_B1		0	12.52	10.9		10.9	bb			6
20	20	XS1_240322_07_CA_C_B2		0	12.49	2.67		2.67	bb			4
36	36	XS1_240322_10_NC_F_7_C1		0	12.5	0.137		0.137	bb			2
29	29	XS1_240322_11_NC_F_7_C2		0	12.5	1.005		1.005	bb			3
27	27	XS1_240322_14_CA_F_7_D1		0	12.48	4.54		4.54	bb			6
35	35	XS1_240322_15_CA_F_7_D2		0	12.46	6.294		6.294	bb			6
22	22	XS1_240322_18_NC_F_15_E1		0	12.46	11.027		11.027	bb			6
28	28	XS1_240322_19_NC_F_15_E2		0	12.48	1.973		1.973	bb			4
34	34	XS1_240322_22_CA_F_15_F1		0	12.47	15.045		15.045	bb			8
32	32	XS1_240322_23_CA_F_15_F2		0	12.47	5.88		5.88	bb			8
4	4	XS1_240322_26_NC_F_30_g1		0	12.49	6.498		6.498	bb			6
23	23	XS1_240322_27_NC_F_30_g2		0	12.11	0.113		0.113	bb			1
5	5	XS1_240322_30_CA_h_30_h1		0	12.48	11.773		11.773	bb			10
9	9	XS1_240322_31_CA_h_30_h2		0	12.49	11.111		11.111	bb			7
12	12	XS1_240322_34_NC_F_45_I1		0	12.45	5.834		5.834	bb			4
11	11	XS1_240322_35_NC_F_45_I2		0	12.48	36.504		36.504	bb			30
3	3	XS1_240322_38_CA_J_45_J1		0	12.48	17.669		17.669	bb			10
7	7	XS1_240322_39_CA_J_45_J2		0	12.49	12.579		12.579	bb			8
33	33	XS1_240322_42_NC_K_60_K1		0	12.45	11.564		11.564	bb			6
14	14	XS1_240322_43_NC_K_60_K2		0	12.48	7.34		7.34	bb			4
21	21	XS1_240322_46_CA_F_60_L1		0	12.5	14.181		14.181	bb			10
6	6	XS1_240322_47_CA_F_60_L2		0	12.5	9.356		9.356	bb			8
13	13	XS1_240322_50_NC_F_90_M1		0	12.46	7.486		7.486	bb			4
30	30	XS1_240322_51_NC_F_90_M2		0	12.46	0.13		0.13	bb			1
26	26	XS1_240322_54_CA_F_90_N1		0	12.5	12.35		12.35	bb			10
37	37	XS1_240322_55_CA_F_90_N2		0	12.48	4.888		4.888	bb			7
15	15	XS1_240322_58_NC_media_AK1		0	12.47	0.368		0.368	bb			1
16	16	XS1_240322_59_NC_media_AK2		0	12.5	1.118		1.118	bb			2
24	24	XS1_240322_60_CA_media_AL1		0	12.24	1.08		1.08	bb			2
19	19	XS1_240322_61_CA_media_AL2		0	12.51	1.294		1.294	bb			2
18	18	XS1_240322_MB_PooledQC_03		0	12.29	0.249		0.249	bb			1
25	25	XS1_240322_MB_PooledQC_04		0	12.18	1.064		1.064	bb			2
31	31	XS1_240322_MB_PooledQC_05		0	12.88	12.768		12.768	bb			5
10	10	XS1_240322_MB_PooledQC_06		0	12.47	6.748		6.748	bb			8
1	1	XS1_240322_MB_SST_01		0	12.45	25.606		25.606	bb			22
38	38	XS1_240322_MB_SST_02		0	12.44	21.704		21.704	bb			19
												
Compound 12:  succinic acid m+3												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	12.78	0.888		0.888	bb			2
2	2	XS1_240322_02_NC_C_A2		0	12.41	0.128		0.128	bb			1
8	8	XS1_240322_06_CA_C_B1		0	12.66	0.489		0.489	bb			2
20	20	XS1_240322_07_CA_C_B2		0	12.45	0.24		0.24	bb			1
36	36	XS1_240322_10_NC_F_7_C1		0	12.44	0.264		0.264	bb			1
29	29	XS1_240322_11_NC_F_7_C2		0	12.5	0.348		0.348	bb			1
27	27	XS1_240322_14_CA_F_7_D1		0	12.78	1.989		1.989	bb			5
35	35	XS1_240322_15_CA_F_7_D2		0	12.33	2.537		2.537	bb			4
22	22	XS1_240322_18_NC_F_15_E1		0	12.47	0.899		0.899	bb			1
28	28	XS1_240322_19_NC_F_15_E2		0	12.51	0.252		0.252	bb			1
34	34	XS1_240322_22_CA_F_15_F1		0	12.45	1.063		1.063	bb			4
32	32	XS1_240322_23_CA_F_15_F2		0	12.36	0.326		0.326	bb			1
4	4	XS1_240322_26_NC_F_30_g1		0	12.61	0.192		0.192	bb			1
23	23	XS1_240322_27_NC_F_30_g2		0	12.79	0.046		0.046	bb			1
5	5	XS1_240322_30_CA_h_30_h1		0	12.5	2.384		2.384	bb			5
9	9	XS1_240322_31_CA_h_30_h2		0	12.48	1.963		1.963	bb			5
12	12	XS1_240322_34_NC_F_45_I1		0	12.43	0.523		0.523	bb			2
11	11	XS1_240322_35_NC_F_45_I2		0	12.48	14.395		14.395	bb			17
3	3	XS1_240322_38_CA_J_45_J1		0	12.48	1.345		1.345	bb			3
7	7	XS1_240322_39_CA_J_45_J2		0	12.5	1.5		1.5	bb			3
33	33	XS1_240322_42_NC_K_60_K1		0	12.79	0.067		0.067	bb			1
14	14	XS1_240322_43_NC_K_60_K2		0	12.79	1.741		1.741	bb			3
21	21	XS1_240322_46_CA_F_60_L1		0	12.47	6.542		6.542	bb			7
6	6	XS1_240322_47_CA_F_60_L2		0	12.52	1.338		1.338	bb			3
13	13	XS1_240322_50_NC_F_90_M1		0	12.25	0.853		0.853	bb			2
30	30	XS1_240322_51_NC_F_90_M2		0	12.76	1.831		1.831	bb			3
26	26	XS1_240322_54_CA_F_90_N1		0	12.47	4.62		4.62	bb			7
37	37	XS1_240322_55_CA_F_90_N2		0	12.51	3.577		3.577	bb			6
15	15	XS1_240322_58_NC_media_AK1		0	12.49	0.178		0.178	bb			1
16	16	XS1_240322_59_NC_media_AK2		0	12.47	0.137		0.137	bb			0
24	24	XS1_240322_60_CA_media_AL1		0	12.29	1.003		1.003	bb			2
19	19	XS1_240322_61_CA_media_AL2		0	12.57	0.189		0.189	bb			1
18	18	XS1_240322_MB_PooledQC_03		0	12.49	0.345		0.345	bb			1
25	25	XS1_240322_MB_PooledQC_04		0	12.41	2.911		2.911	bb			2
31	31	XS1_240322_MB_PooledQC_05		0	12.41	1.576		1.576	bb			2
10	10	XS1_240322_MB_PooledQC_06		0	12.43	0.487		0.487	bb			1
1	1	XS1_240322_MB_SST_01		0	12.41	0.553		0.553	bb			2
38	38	XS1_240322_MB_SST_02		0	12.45	1.862		1.862	bb			3
												
Compound 13:  succinic acid m+4												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	12.78	8631.95		8631.95	bb			8966
2	2	XS1_240322_02_NC_C_A2		0	12.8	14121.737		14121.737	bb			11407
8	8	XS1_240322_06_CA_C_B1		0	12.79	18495.564		18495.564	bb			14654
20	20	XS1_240322_07_CA_C_B2		0	12.77	10222.077		10222.077	bb			10111
36	36	XS1_240322_10_NC_F_7_C1		0	12.77	10683.108		10683.108	bb			11835
29	29	XS1_240322_11_NC_F_7_C2		0	12.78	10900.248		10900.248	bb			12286
27	27	XS1_240322_14_CA_F_7_D1		0	12.78	11790.635		11790.635	bb			12813
35	35	XS1_240322_15_CA_F_7_D2		0	12.77	10749.125		10749.125	bb			10503
22	22	XS1_240322_18_NC_F_15_E1		0	12.78	10285.025		10285.025	bb			11069
28	28	XS1_240322_19_NC_F_15_E2		0	12.77	9755.235		9755.235	bb			11573
34	34	XS1_240322_22_CA_F_15_F1		0	12.77	12794.114		12794.114	bb			10558
32	32	XS1_240322_23_CA_F_15_F2		0	12.77	10276.01		10276.01	bb			9959
4	4	XS1_240322_26_NC_F_30_g1		0	12.8	10038.794		10038.794	bb			10355
23	23	XS1_240322_27_NC_F_30_g2		0	12.78	11997.33		11997.33	bb			12581
5	5	XS1_240322_30_CA_h_30_h1		0	12.8	14318.171		14318.171	bb			12377
9	9	XS1_240322_31_CA_h_30_h2		0	12.79	11481.955		11481.955	bb			10338
12	12	XS1_240322_34_NC_F_45_I1		0	12.79	9493.985		9493.985	bb			9557
11	11	XS1_240322_35_NC_F_45_I2		0	12.79	12996.511		12996.511	bb			11101
3	3	XS1_240322_38_CA_J_45_J1		0	12.8	10222.361		10222.361	bb			9391
7	7	XS1_240322_39_CA_J_45_J2		0	12.8	10490.669		10490.669	bb			9277
33	33	XS1_240322_42_NC_K_60_K1		0	12.77	16013.605		16013.605	bb			16855
14	14	XS1_240322_43_NC_K_60_K2		0	12.79	11857.373		11857.373	bb			12193
21	21	XS1_240322_46_CA_F_60_L1		0	12.78	14622.581		14622.581	bb			15314
6	6	XS1_240322_47_CA_F_60_L2		0	12.8	14765.25		14765.25	bb			13315
13	13	XS1_240322_50_NC_F_90_M1		0	12.79	12098.975		12098.975	bb			12790
30	30	XS1_240322_51_NC_F_90_M2		0	12.78	11314.522		11314.522	bb			12264
26	26	XS1_240322_54_CA_F_90_N1		0	12.78	10837.089		10837.089	bb			10923
37	37	XS1_240322_55_CA_F_90_N2		0	12.77	11188.188		11188.188	bb			13651
15	15	XS1_240322_58_NC_media_AK1		0	12.78	19.488		19.488	bb			21
16	16	XS1_240322_59_NC_media_AK2		0	12.78	28.09		28.09	bb			19
24	24	XS1_240322_60_CA_media_AL1		0	12.78	99.233		99.233	bb			119
19	19	XS1_240322_61_CA_media_AL2		0	12.78	83.395		83.395	bb			103
18	18	XS1_240322_MB_PooledQC_03		0	12.79	193.892		193.892	bb			199
25	25	XS1_240322_MB_PooledQC_04		0	12.76	1.58		1.58	bb			3
31	31	XS1_240322_MB_PooledQC_05		0	12.65	1.252		1.252	bb			2
10	10	XS1_240322_MB_PooledQC_06		0	12.79	9218.177		9218.177	bb			8412
1	1	XS1_240322_MB_SST_01		0	12.77	7.249		7.249	bb			7
38	38	XS1_240322_MB_SST_02		0	12.47	0.317		0.317	bb			1
												
Compound 14:  Phospho(enol)pyruvic acid* m+0												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	14.3	88.242		88.242	MM			43
2	2	XS1_240322_02_NC_C_A2		0	14.25	217.093		217.093	MM			149
8	8	XS1_240322_06_CA_C_B1		0	14.29	154.598		154.598	MM			78
20	20	XS1_240322_07_CA_C_B2		0	14.3	179.807		179.807	MM			94
36	36	XS1_240322_10_NC_F_7_C1		0	14.26	109.737		109.737	MM			78
29	29	XS1_240322_11_NC_F_7_C2		0	14.28	44.725		44.725	MM			22
27	27	XS1_240322_14_CA_F_7_D1		0	14.26	19.417		19.417	MM			14
35	35	XS1_240322_15_CA_F_7_D2		0	14.27	33.319		33.319	MM			17
22	22	XS1_240322_18_NC_F_15_E1		0	14.28	44.851		44.851	MM			19
28	28	XS1_240322_19_NC_F_15_E2		0	14.28	89.185		89.185	MM			42
34	34	XS1_240322_22_CA_F_15_F1		0	14.29	25.624		25.624	MM			18
32	32	XS1_240322_23_CA_F_15_F2		0	14.28	35.038		35.038	MM			15
4	4	XS1_240322_26_NC_F_30_g1		0	14.26	141.332		141.332	MM			85
23	23	XS1_240322_27_NC_F_30_g2		0	14.27	60.828		60.828	MM			28
5	5	XS1_240322_30_CA_h_30_h1		0	14.25	46.118		46.118	MM			25
9	9	XS1_240322_31_CA_h_30_h2		0	14.26	60.198		60.198	MM			39
12	12	XS1_240322_34_NC_F_45_I1		0	14.25	92.779		92.779	MM			41
11	11	XS1_240322_35_NC_F_45_I2		0	14.29	93.424		93.424	MM			60
3	3	XS1_240322_38_CA_J_45_J1		0	14.24	67.001		67.001	MM			8
7	7	XS1_240322_39_CA_J_45_J2		0	14.27	45.507		45.507	MM			33
33	33	XS1_240322_42_NC_K_60_K1		0	14.28	22.589		22.589	MM			13
14	14	XS1_240322_43_NC_K_60_K2		0	14.27	41.556		41.556	MM			26
21	21	XS1_240322_46_CA_F_60_L1		0	14.33	35.892		35.892	MM			15
6	6	XS1_240322_47_CA_F_60_L2		0	14.25	48.197		48.197	MM			27
13	13	XS1_240322_50_NC_F_90_M1		0	14.26	72.458		72.458	MM			58
30	30	XS1_240322_51_NC_F_90_M2		0	14.28	33.768		33.768	MM			24
26	26	XS1_240322_54_CA_F_90_N1		0	14.29	25.741		25.741	MM			13
37	37	XS1_240322_55_CA_F_90_N2		0	14.24	30.18		30.18	MM			22
15	15	XS1_240322_58_NC_media_AK1		0	14.2	3.287		3.287	bb			2
16	16	XS1_240322_59_NC_media_AK2		0	14.24	0.408		0.408	bb			1
24	24	XS1_240322_60_CA_media_AL1		0	14.07	0.745		0.745	bb			2
19	19	XS1_240322_61_CA_media_AL2		0	14.03	0.043		0.043	bb			0
18	18	XS1_240322_MB_PooledQC_03		0	14.06	1.819		1.819	bb			2
25	25	XS1_240322_MB_PooledQC_04		0	13.97	2.14		2.14	bb			3
31	31	XS1_240322_MB_PooledQC_05		0	13.95	2.741		2.741	bb			4
10	10	XS1_240322_MB_PooledQC_06		0	14.31	23.601		23.601	bb			15
1	1	XS1_240322_MB_SST_01		0	14.14	2416.686		2416.686	bb			1563
38	38	XS1_240322_MB_SST_02		0	14.13	2794.386		2794.386	bb			2398
												
Compound 15:  Phospho(enol)pyruvic acid* m+1												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	14.41	0.48		0.48	MM			1
2	2	XS1_240322_02_NC_C_A2		0	13.99	0.255		0.255	MM			1
8	8	XS1_240322_06_CA_C_B1		0	14.94	1.052		1.052	MM			2
20	20	XS1_240322_07_CA_C_B2		0	14.65	0.422		0.422	MM			1
36	36	XS1_240322_10_NC_F_7_C1		0	14.38	1.003		1.003	bb			2
29	29	XS1_240322_11_NC_F_7_C2		0	14.18	0.302		0.302	bb			1
27	27	XS1_240322_14_CA_F_7_D1		0	14.13	0.197		0.197	bb			1
35	35	XS1_240322_15_CA_F_7_D2		0	14.29	0.368		0.368	bb			1
22	22	XS1_240322_18_NC_F_15_E1		0	14.54	0.06		0.06	bb			0
28	28	XS1_240322_19_NC_F_15_E2		0	14.34	1.185		1.185	bb			2
34	34	XS1_240322_22_CA_F_15_F1		0	14.2	0.341		0.341	bb			1
32	32	XS1_240322_23_CA_F_15_F2		0	14.24	0.95		0.95	bb			1
4	4	XS1_240322_26_NC_F_30_g1		0	14.72	0.085		0.085	MM			0
23	23	XS1_240322_27_NC_F_30_g2		0	13.97	0.173		0.173	MM			0
5	5	XS1_240322_30_CA_h_30_h1		0	14.24	0.3		0.3	bb			1
9	9	XS1_240322_31_CA_h_30_h2		0	14.35	0.971		0.971	MM			1
12	12	XS1_240322_34_NC_F_45_I1		0	14.02	0.157		0.157	bb			1
11	11	XS1_240322_35_NC_F_45_I2		0	14.09	0.635		0.635	bb			1
3	3	XS1_240322_38_CA_J_45_J1		0	13.75	0.164		0.164	MM			0
7	7	XS1_240322_39_CA_J_45_J2		0	14.18	0.237		0.237	MM!			1
33	33	XS1_240322_42_NC_K_60_K1		0	14.31	0.734		0.734	bb			2
14	14	XS1_240322_43_NC_K_60_K2		0	14.29	0.326		0.326	bb			1
21	21	XS1_240322_46_CA_F_60_L1		0	14.33	0.111		0.111	bb			1
6	6	XS1_240322_47_CA_F_60_L2		0	14.6	0.261		0.261	bb			1
13	13	XS1_240322_50_NC_F_90_M1		0	14.2	0.921		0.921	bb			2
30	30	XS1_240322_51_NC_F_90_M2		0	14.3	0.364		0.364	bb			1
26	26	XS1_240322_54_CA_F_90_N1		0	14.12	0.378		0.378	bb			1
37	37	XS1_240322_55_CA_F_90_N2		0	14.09	0.604		0.604	bb			1
15	15	XS1_240322_58_NC_media_AK1		0	14.01	0.216		0.216	bb			1
16	16	XS1_240322_59_NC_media_AK2		0	13.62	0.101		0.101	MM			1
24	24	XS1_240322_60_CA_media_AL1		0	14.41	1.322		1.322	bb			2
19	19	XS1_240322_61_CA_media_AL2		0	14.54	0.198		0.198	bb			1
18	18	XS1_240322_MB_PooledQC_03		0	14.06	0.669		0.669	bb			2
25	25	XS1_240322_MB_PooledQC_04		0	13.85	1.741		1.741	bb			2
31	31	XS1_240322_MB_PooledQC_05		0	13.94	0.25		0.25	bb			1
10	10	XS1_240322_MB_PooledQC_06		0	14.24	0.465		0.465	bb			1
1	1	XS1_240322_MB_SST_01		0	14.15	6.693		6.693	bb			6
38	38	XS1_240322_MB_SST_02		0	14.13	8.632		8.632	bb			10
												
Compound 16:  Phospho(enol)pyruvic acid* m+2												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	14.13	4.913		4.913	bb			5
2	2	XS1_240322_02_NC_C_A2		0	14.19	17.814		17.814	bb			10
8	8	XS1_240322_06_CA_C_B1		0	14.14	15.735		15.735	bb			13
20	20	XS1_240322_07_CA_C_B2		0	14.13	6.677		6.677	bb			9
36	36	XS1_240322_10_NC_F_7_C1		0	14.12	14.276		14.276	bb			6
29	29	XS1_240322_11_NC_F_7_C2		0	14.14	13.852		13.852	bb			10
27	27	XS1_240322_14_CA_F_7_D1		0	14.14	11.808		11.808	bb			6
35	35	XS1_240322_15_CA_F_7_D2		0	14.13	7.686		7.686	bb			10
22	22	XS1_240322_18_NC_F_15_E1		0	14.13	23.282		23.282	bb			8
28	28	XS1_240322_19_NC_F_15_E2		0	14.13	10.091		10.091	bb			6
34	34	XS1_240322_22_CA_F_15_F1		0	14.12	7.295		7.295	bb			6
32	32	XS1_240322_23_CA_F_15_F2		0	14.13	7.275		7.275	bb			10
4	4	XS1_240322_26_NC_F_30_g1		0	14.14	11.505		11.505	bb			10
23	23	XS1_240322_27_NC_F_30_g2		0	14.14	8.1		8.1	bb			6
5	5	XS1_240322_30_CA_h_30_h1		0	14.15	20.107		20.107	bb			14
9	9	XS1_240322_31_CA_h_30_h2		0	14.12	1.384		1.384	bb			3
12	12	XS1_240322_34_NC_F_45_I1		0	14.14	9.591		9.591	bb			7
11	11	XS1_240322_35_NC_F_45_I2		0	14.14	8.372		8.372	bb			7
3	3	XS1_240322_38_CA_J_45_J1		0	14.15	17.169		17.169	bb			11
7	7	XS1_240322_39_CA_J_45_J2		0	14.13	7.675		7.675	bb			8
33	33	XS1_240322_42_NC_K_60_K1		0	14.13	8.528		8.528	bb			6
14	14	XS1_240322_43_NC_K_60_K2		0	14.14	6.302		6.302	bb			7
21	21	XS1_240322_46_CA_F_60_L1		0	14.13	12.103		12.103	bb			10
6	6	XS1_240322_47_CA_F_60_L2		0	14.17	7.599		7.599	bb			10
13	13	XS1_240322_50_NC_F_90_M1		0	14.15	7.698		7.698	bb			7
30	30	XS1_240322_51_NC_F_90_M2		0	14.13	4.768		4.768	bb			6
26	26	XS1_240322_54_CA_F_90_N1		0	14.13	7.141		7.141	bb			7
37	37	XS1_240322_55_CA_F_90_N2		0	14.12	7.157		7.157	bb			6
15	15	XS1_240322_58_NC_media_AK1		0	14.14	4.43		4.43	bb			6
16	16	XS1_240322_59_NC_media_AK2		0	14.48	0.195		0.195	MM			1
24	24	XS1_240322_60_CA_media_AL1		0	14.12	9.059		9.059	bb			12
19	19	XS1_240322_61_CA_media_AL2		0	14.12	5.459		5.459	bb			6
18	18	XS1_240322_MB_PooledQC_03		0	14.12	1.551		1.551	bb			3
25	25	XS1_240322_MB_PooledQC_04		0	14.13	1.689		1.689	bb			3
31	31	XS1_240322_MB_PooledQC_05		0	14.22	2.129		2.129	bb			3
10	10	XS1_240322_MB_PooledQC_06		0	14.17	6.55		6.55	bb			7
1	1	XS1_240322_MB_SST_01		0	13.93	20272.012		20272.012	bb			10354
38	38	XS1_240322_MB_SST_02		0	13.91	26169.537		26169.537	bb			16427
												
Compound 17:  Phospho(enol)pyruvic acid* m+3												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	14.55	0.986		0.986	MM			2
2	2	XS1_240322_02_NC_C_A2		0	15.02	0.948		0.948	MM			1
8	8	XS1_240322_06_CA_C_B1		0	14.3	1.544		1.544	MM			2
20	20	XS1_240322_07_CA_C_B2		0	13.93	0.292		0.292	bb			1
36	36	XS1_240322_10_NC_F_7_C1		0	14.29	29.144		29.144	MM			21
29	29	XS1_240322_11_NC_F_7_C2		0	14.28	17.562		17.562	MM			10
27	27	XS1_240322_14_CA_F_7_D1		0	14.34	22.692		22.692	MM			12
35	35	XS1_240322_15_CA_F_7_D2		0	14.33	29.017		29.017	MM			19
22	22	XS1_240322_18_NC_F_15_E1		0	14.3	16.095		16.095	MM			14
28	28	XS1_240322_19_NC_F_15_E2		0	14.33	25.578		25.578	MM			7
34	34	XS1_240322_22_CA_F_15_F1		0	14.27	35.869		35.869	MM			26
32	32	XS1_240322_23_CA_F_15_F2		0	14.24	42.35		42.35	MM			21
4	4	XS1_240322_26_NC_F_30_g1		0	14.26	40.919		40.919	MM			30
23	23	XS1_240322_27_NC_F_30_g2		0	14.26	21.797		21.797	MM			9
5	5	XS1_240322_30_CA_h_30_h1		0	14.25	104.372		104.372	MM			42
9	9	XS1_240322_31_CA_h_30_h2		0	14.27	93.93		93.93	MM			110
12	12	XS1_240322_34_NC_F_45_I1		0	14.24	31.943		31.943	MM			16
11	11	XS1_240322_35_NC_F_45_I2		0	14.27	68.889		68.889	MM			37
3	3	XS1_240322_38_CA_J_45_J1		0	14.22	75.964		75.964	MM			46
7	7	XS1_240322_39_CA_J_45_J2		0	14.27	105.618		105.618	MM			71
33	33	XS1_240322_42_NC_K_60_K1		0	14.31	19.843		19.843	MM			13
14	14	XS1_240322_43_NC_K_60_K2		0	14.25	30.113		30.113	MM			16
21	21	XS1_240322_46_CA_F_60_L1		0	14.34	74.453		74.453	MM			42
6	6	XS1_240322_47_CA_F_60_L2		0	14.27	101.475		101.475	MM			108
13	13	XS1_240322_50_NC_F_90_M1		0	14.27	54.534		54.534	MM			31
30	30	XS1_240322_51_NC_F_90_M2		0	14.28	46.32		46.32	MM			33
26	26	XS1_240322_54_CA_F_90_N1		0	14.28	48.38		48.38	MM			33
37	37	XS1_240322_55_CA_F_90_N2		0	14.25	78.259		78.259	MM			81
15	15	XS1_240322_58_NC_media_AK1		0	14.26	0.523		0.523	bb			2
16	16	XS1_240322_59_NC_media_AK2		0	14.1	0.334		0.334	bb			1
24	24	XS1_240322_60_CA_media_AL1		0	14.1	1.079		1.079	bb			2
19	19	XS1_240322_61_CA_media_AL2		0	14.11	0.142		0.142	bb			1
18	18	XS1_240322_MB_PooledQC_03		0	14.24	0.437		0.437	bb			1
25	25	XS1_240322_MB_PooledQC_04		0	14.09	0.065		0.065	bb			1
31	31	XS1_240322_MB_PooledQC_05		0	14.03	0.842		0.842	bb			1
10	10	XS1_240322_MB_PooledQC_06		0	14.26	29.973		29.973	bb			31
1	1	XS1_240322_MB_SST_01		0	13.94	30.271		30.271	bb			40
38	38	XS1_240322_MB_SST_02		0	13.91	40.184		40.184	bb			59
												
Compound 18:  Citric acid m+0												
												
